#At time: 0.000000e+00, nsteps= 0


-1.000000e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.999023e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.997070e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.995117e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.993164e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.991211e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.989258e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.987305e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.985352e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.983398e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.981445e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.979492e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.977539e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.975586e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.973633e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.971680e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.969727e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.967773e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.965820e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.963867e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.961914e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.959961e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.958008e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.956055e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.954102e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.952148e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.950195e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.948242e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.946289e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.944336e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.942383e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.940430e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.938477e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-9.936523e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
