#At time: 0.000000e+00, nsteps= 0


-4.000000e+00, 2.319523e-16, 2.319523e-16
-3.992188e+00, 2.547342e-16, 2.547342e-16
-3.976563e+00, 3.071181e-16, 3.071181e-16
-3.960938e+00, 3.700935e-16, 3.700935e-16
-3.945313e+00, 4.457646e-16, 4.457646e-16
-3.929688e+00, 5.366456e-16, 5.366456e-16
-3.914063e+00, 6.457397e-16, 6.457397e-16
-3.898438e+00, 7.766321e-16, 7.766321e-16
-3.882813e+00, 9.336006e-16, 9.336006e-16
-3.867188e+00, 1.121747e-15, 1.121747e-15
-3.851563e+00, 1.347152e-15, 1.347152e-15
-3.835938e+00, 1.617060e-15, 1.617060e-15
-3.820313e+00, 1.940099e-15, 1.940099e-15
-3.804688e+00, 2.326534e-15, 2.326534e-15
-3.789063e+00, 2.788578e-15, 2.788578e-15
-3.773438e+00, 3.340752e-15, 3.340752e-15
-3.757813e+00, 4.000309e-15, 4.000309e-15
-3.742188e+00, 4.787743e-15, 4.787743e-15
-3.726563e+00, 5.727381e-15, 5.727381e-15
-3.710938e+00, 6.848086e-15, 6.848086e-15
-3.695313e+00, 8.184089e-15, 8.184089e-15
-3.679688e+00, 9.775960e-15, 9.775960e-15
-3.664063e+00, 1.167176e-14, 1.167176e-14
-3.648438e+00, 1.392840e-14, 1.392840e-14
-3.632813e+00, 1.661324e-14, 1.661324e-14
-3.617188e+00, 1.980592e-14, 1.980592e-14
-3.601563e+00, 2.360064e-14, 2.360064e-14
-3.585938e+00, 2.810869e-14, 2.810869e-14
-3.570313e+00, 3.346148e-14, 3.346148e-14
-3.554688e+00, 3.981418e-14, 3.981418e-14
-3.539063e+00, 4.734982e-14, 4.734982e-14
-3.523438e+00, 5.628424e-14, 5.628424e-14
-3.507813e+00, 6.687183e-14, 6.687183e-14
-3.492188e+00, 7.941227e-14, 7.941227e-14
-3.476563e+00, 9.425837e-14, 9.425837e-14
-3.460938e+00, 1.118253e-13, 1.118253e-13
-3.445313e+00, 1.326015e-13, 1.326015e-13
-3.429688e+00, 1.571609e-13, 1.571609e-13
-3.414063e+00, 1.861781e-13, 1.861781e-13
-3.398438e+00, 2.204452e-13, 2.204452e-13
-3.382813e+00, 2.608919e-13, 2.608919e-13
-3.367188e+00, 3.086089e-13, 3.086089e-13
-3.351563e+00, 3.648751e-13, 3.648751e-13
-3.335938e+00, 4.311894e-13, 4.311894e-13
-3.320313e+00, 5.093072e-13, 5.093072e-13
-3.304688e+00, 6.012837e-13, 6.012837e-13
-3.289063e+00, 7.095240e-13, 7.095240e-13
-3.273438e+00, 8.368404e-13, 8.368404e-13
-3.257813e+00, 9.865205e-13, 9.865205e-13
-3.242188e+00, 1.162405e-12, 1.162405e-12
-3.226563e+00, 1.368979e-12, 1.368979e-12
